용도,허가번호,업종,품목명,성분명(국문),성분명(영문),허가일,업체명
동물용의료기기,036-001,수입,수동식전자혈압계[2](petMAP),수동식전자혈압계[2],"Sphygmomanometer, electronic, manual-inflation, non-portable",2010-05-31,한국동물약품공업협동조합
동물용의료기기,036-002,수입,골접합용 나사[3](Orthopaedic bone screw for animal),골접합용나사[3],"Orthopaedic bone screw, non-biodegradable",2010-11-19,한국동물약품공업협동조합
동물용의료기기,036-003,수입,골접합용와이어[3](Orthopaedic bone wire),골접합용와이어[3],Orthopaedic bone wire,2010-11-19,한국동물약품공업협동조합
동물용의료기기,036-004,수입,골접합용판[3](Orthopaedic fixation plate for animal),골접합용판[3],"Orthopaedic fixation plate, non-biodegradable",2010-11-19,한국동물약품공업협동조합
동물용의료기기,036-005,수입,분사식주사기[2](Self-Refilling Syringe),분사식주사기[2],"Injector, medication/vaccine, needleless, gas-powered",2010-12-01,한국동물약품공업협동조합
동물용의료기기,036-006,수입,비멸균주사침[1](Duratek),비멸균주사침[1],"Needle, aspiration/injection, reusable",2011-03-07,한국동물약품공업협동조합
동물용의료기기,036-007,수입,혈구계산기[1](URIT-3000Vet plus),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2011-04-07,한국동물약품공업협동조합
동물용의료기기,036-008,수입,원심방식임상화학자동분석장치[1](Keylab Liquivet),원심방식임상화학자동분석장치[1],Centrifugal clinical chemistry automated analyser,2012-06-26,한국동물약품공업협동조합
동물용의료기기,036-009,수입,요화학분석기[1](URIT-30VET URINE ANALYZER),요화학분석기[1],"Urine analyser, automated",2012-11-30,한국동물약품공업협동조합
동물용의료기기,036-010,수입,원심방식임상화학자동분석장치[1](Chemray 120),원심방식임상화학자동분석장치[1],Centrifugal clinical chemistry automated analyser,2013-01-03,한국동물약품공업협동조합
동물용의료기기,036-011,수입,혈구계산기[1](URIT 2900 vet plus),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2013-05-28,한국동물약품공업협동조합
동물용의료기기,036-012,수입,원심방식임상화학자동분석장치[1](VB1 VET CHEMISTRY ANALYZER),원심방식임상화학자동분석장치[1],Centrifugal clinical chemistry automated analyser,2013-07-18,한국동물약품공업협동조합
동물용의료기기,036-013,수입,수동유압식수술대[1]](DVW VET OPERATON TABLE),수동유압식수술대[1],"Table, operation, hydraulically-powered",2013-10-02,한국동물약품공업협동조합
동물용의료기기,036-014,수입,펄스옥시미터[2](G1B vet pulsioximeter),펄스옥시미터[2],"Pulse oximeter, line-powered",2013-12-09,한국동물약품공업협동조합
동물용의료기기,036-015,수입,환축감시장치[2](G3 vet patient monitor),환축감시장치[2],Animal patient monitor,2013-12-09,한국동물약품공업협동조합
동물용의료기기,036-016,수입,마취용인공호흡기[3](MHJ-IIIB vet anesthesia machine),마취용인공호흡기[3],"Workstaion ventilator, anaesthesia",2013-12-09,한국동물약품공업협동조합
동물용의료기기,036-017,수입,마취용인공호흡기[3](MHJ-IIIB1 vet anesthesia machine),마취용인공호흡기[3],"Workstaion ventilator, anaesthesia",2013-12-09,한국동물약품공업협동조합
동물용의료기기,036-018,수입,요화학분석기[1](URIT-50vet URINE ANALYZER),요화학분석기[1],"Urine analyser, automated",2014-01-15,한국동물약품공업협동조합
동물용의료기기,036-019,수입,혈구계산기[1](URIT5200vet HEMATOLOGY ANALYZER),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2014-01-15,한국동물약품공업협동조합
동물용의료기기,036-020,수입,아네로이드식혈압계[1](BV-520 Veterinary DOPPLER DETECTOR),아네로이드식혈압계[1],"Sphygmomanometer, manual, aneroid",2014-03-20,한국동물약품공업협동조합
동물용의료기기,036-021,수입,관장기[1](YZB 0211 50ml),관장기[1],Enema kit,2014-05-28,한국동물약품공업협동조합
동물용의료기기,036-022,수입,"유리주사기[1](YY 1001.1 2ml, 5ml, 10ml, 20ml, 30ml, 50ml, 100ml)",유리주사기[2],"Injector, medication/vaccine, hyaline",2014-05-28,한국동물약품공업협동조합
동물용의료기기,036-023,수입,수동식수술대[1](FT VET OPERATION TABLE),수동식수술대[1],"Table, operation, manually-operated",2014-06-16,한국동물약품공업협동조합
동물용의료기기,036-024,수입,재사용가능수동식동물의료용가위[1](Operating Scissors 13-100 외 117종),재사용가능수동식의료용가위[1],"Scissors, manually-operated, reusable",2014-06-26,한국동물약품공업협동조합
동물용의료기기,036-025,수입,재사용가능의료용겸자[1](Thumb 15-120 외 176종),재사용가능의료용겸자[1],"Forceps, reusable",2014-08-04,한국동물약품공업협동조합
동물용의료기기,036-026,수입,골겸자[1](Charriere 29-100외 33종),골겸자[1],"Forceps, bone",2014-08-04,한국동물약품공업협동조합
동물용의료기기,036-027,수입,검안경[1](UR-9000 Vet Modular Diagnostic System),검안경[1],Ophthalmodiastimeter,2015-02-08,한국동물약품공업협동조합
동물용의료기기,036-028,수입,수술용무영등[1](LED 520 VET OPERATION LIGHT),수술용무영등[1],"Light system, surgical",2015-02-09,한국동물약품공업협동조합
동물용의료기기,036-029,수입,수술용무영등[1](ZF 500 VET OPERATION LIGHT),수술용무영등[1],"Light system, surgical",2015-02-09,한국동물약품공업협동조합
동물용의료기기,036-030,수입,가스마취기[3](CWM-101A VET Anesthesia Machine),가스마취기[3],"Anaesthesia system, gas",2015-02-26,한국동물약품공업협동조합
동물용의료기기,036-031,수입,범용초음파영상진단장치[2](ECO5VET),범용초음파영상진단장치[2],"Ultrasound imaging system, general-purpose",2015-03-26,한국동물약품공업협동조합
동물용의료기기,036-032,수입,수동식재사용가능의료용천자기[1](139 09 0140외13종),의료용기구기계기타[1~4],Veterinary Medical Instrument others,2015-04-07,한국동물약품공업협동조합
동물용의료기기,036-033,수입,골절합용나사[3](1297 9 5100외 34종),골접합용나사[3],"Orthopaedic bone screw, non-biodegradable",2015-04-07,한국동물약품공업협동조합
동물용의료기기,036-034,수입,골절합용판[3](129 99 0252외 11종),골접합용판[3],"Orthopaedic fixation plate, non-biodegradable",2015-04-07,한국동물약품공업협동조합
동물용의료기기,036-035,수입,범용초음파영상진단장치[2](ECO3VET),범용초음파영상진단장치[2],"Ultrasound imaging system, general-purpose",2015-04-16,한국동물약품공업협동조합
동물용의료기기,036-036,수입,의약품주입펌프[2](500I VET syringe infusion pump),의약품주입펌프[2],Infusion pump,2015-05-21,한국동물약품공업협동조합
동물용의료기기,036-037,수입,의약품주입펌프[2](600I VET INFUSION PUMP),의약품주입펌프[2],Infusion pump,2015-05-21,한국동물약품공업협동조합
동물용의료기기,036-038,수입,전동식절골기[2](RJ-JZ-1 VET),전동식절골기[2],"Gouge, surgical, electrically-powered",2015-05-22,한국동물약품공업협동조합
동물용의료기기,036-039,수입,자동전자혈압계[2](VET20 BP MONITOR),자동전자혈압계[2],"Sphygmomanometer, electronic, automatic-inflation, non-portable",2015-05-26,한국동물약품공업협동조합
동물용의료기기,036-040,수입,치과용초음파치석제거기[2](UDS-J),치과용초음파치석제거기[2],Ultrasonic dental scaling system,2015-07-14,한국동물약품공업협동조합
동물용의료기기,036-041,수입,산과용 초음파영상진단장치[2](AGROSCAN A8),산과용초음파영상진단장치[2],"Ultrasound imaging system, obstetric/gynaecological",2015-07-14,한국동물약품공업협동조합
동물용의료기기,036-042,수입,심전계[2](VET-EGC Electroncarddiographic analyser),심전계[2],Electrocardiographic analyser,2015-09-01,한국동물약품공업협동조합
동물용의료기기,036-043,수입,수술용무영등[1](YD02-5 LED),수술용무영등[1],"Light system, surgical",2015-12-14,한국동물약품공업협동조합
동물용의료기기,036-044,수입,범용초음파영상진단장치[2](Qbit9 VET),범용초음파영상진단장치[2],"Ultrasound imaging system, general-purpose",2016-01-13,한국동물약품공업협동조합
동물용의료기기,036-045,수입,가스마취기[3](AM852 VET Anesthesia Machine),가스마취기[3],"Anaesthesia system, gas",2016-03-07,한국동물약품공업협동조합
동물용의료기기,036-046,수입,혈구검사시약[2](URIT3000vet Plus Hematology analyzer reagent),혈구검사시약[2],IVD reagents for blood test,2016-03-15,한국동물약품공업협동조합
동물용의료기기,036-047,수입,면역화학검사시약[2](Keylab Liquivet chemistry analyzer reagent),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2016-03-15,한국동물약품공업협동조합
동물용의료기기,036-048,수입,면역화학검사시약[2](VB1 Vet Automatic chemistry analyzer reagent),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2016-03-15,한국동물약품공업협동조합
동물용의료기기,036-049,수입,요화학검사시약[2](URIT 50vet URINE ANALYZER),요화학검사시약[2],"IVD reagents for urine chemistry Urobilinogen, protein, glucose, blood, bilirubin, ketone body, pH,",2016-03-15,한국동물약품공업협동조합
동물용의료기기,036-050,수입,혈구검사시약[2](URIT 5200VET HEMATOLOGY ANALYZER REAGENT),혈구검사시약[2],IVD reagents for blood test,2016-03-15,한국동물약품공업협동조합
동물용의료기기,036-051,수입,가스마취기[3](R620IP VET Anesthesia Machine),가스마취기[3],"Anaesthesia system, gas",2016-06-15,한국동물약품공업협동조합
동물용의료기기,036-052,수입,요화학분석기[1](URIT-31vet URINE ANALYZER),요화학분석기[1],"Urine analyser, automated",2016-06-23,한국동물약품공업협동조합
동물용의료기기,036-053,수입,의약품주입펌프[2](Benefusion VP1 VET TINFUSION PUMP),의약품주입펌프[2],Infusion pump,2016-07-01,한국동물약품공업협동조합
동물용의료기기,036-054,수입,의약품주입펌프[2](Benefusion SP1 VET SYRINGE PUMP),의약품주입펌프[2],Infusion pump,2016-07-01,한국동물약품공업협동조합
동물용의료기기,036-055,수입,혈액상자동분석장치[1](DF50 Auto Hematology Analyzer for Vet),혈액상자동분석장치[1],"Analyser, blood cell, automatic",2016-07-21,한국동물약품공업협동조합
동물용의료기기,036-056,수입,환축감시장치[2](VETCORDER vet patient monitor),환축감시장치[2],Animal patient monitor,2016-09-08,한국동물약품공업협동조합
동물용의료기기,036-057,수입,요화학검사시약[2](URIT-31vet URINE ANALYZER REAGENT),요화학검사시약[2],"IVD reagents for urine chemistry Urobilinogen, protein, glucose, blood, bilirubin, ketone body, pH,",2016-09-08,한국동물약품공업협동조합
동물용의료기기,036-058,수입,수동식의료용끌[1](COG805.05 외 11종),수동식의료용끌[1],"Chisel, surgical, manually-operated",2016-10-18,한국동물약품공업협동조합
동물용의료기기,036-059,수입,수동식절골기[1](COG808.05외 13종),수동식절골기[1],"Gouge, surgical, manually-operated",2016-10-18,한국동물약품공업협동조합
동물용의료기기,036-060,수입,수동식의료용기자[1](COG813외 11종),수동식의료용기자[1],"Elevator, surgical, manually-operated",2016-10-18,한국동물약품공업협동조합
동물용의료기기,036-061,수입,골겸자[1](BCI1202 외 23종),골겸자[1],"Forceps, bone",2016-10-18,한국동물약품공업협동조합
동물용의료기기,036-062,수입,혈구검사시약[2](DF50 Auto Hematology Analyzer for Vet Reagent),혈구검사시약[2],IVD reagents for blood test,2017-01-02,한국동물약품공업협동조합
동물용의료기기,036-063,수입,원심방식임상화학자동분석장치[1](Vi VETERINARY IMMUNOASSAY SYSTEM),원심방식임상화학자동분석장치[1],Centrifugal clinical chemistry automated analyser,2017-08-04,한국동물약품공업협동조합
동물용의료기기,036-064,수입,자동전자혈압계[2](VET25 BP MONITOR),자동전자혈압계[2],"Sphygmomanometer, electronic, automatic-inflation, non-portable",2017-12-01,한국동물약품공업협동조합
동물용의료기기,036-065,수입,자동전자혈압계(VET30 BP MONITOR),자동전자혈압계[2],"Sphygmomanometer, electronic, automatic-inflation, non-portable",2018-01-16,한국동물약품공업협동조합
동물용의료기기,036-066,수입,혈구계산기[1](URIT-5160 VET HEMATOLOGY ANALYZER),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2018-01-25,한국동물약품공업협동조합
동물용의료기기,037-001,제조,전극식전해질분석장치[1](i-Smart 30 VET Electrolyte Analyzer),전극식전해질분석장치[1],Ion-selective analyser,2010-04-06,(주)아이센스
동물용의료기기,037-002,제조,자가검사용혈당측정시스템[3](VetMate Blood Glucose Monitoring System),자가검사용혈당측정시스템[3],Blood glucose monitoring system for self-testing,2013-12-31,(주)아이센스
동물용의료기기,037-003,제조,개인용혈당측정시스템[3](Petigree Blood Glucose Monitoring System),자가검사용혈당측정시스템[3],Blood glucose monitoring system for self-testing,2015-03-20,(주)아이센스
동물용의료기기,037-004,제조,일회용수동랜싯[2](Petlet Lancet),일회용수동랜싯[2],"Lancet, manually-operated, single-use",2015-04-24,(주)아이센스
동물용의료기기,037-005,제조,의료기구용클립[1](Lite Lancing Device),의료기구용클립[1],"Clip, surgical, external",2015-04-24,(주)아이센스
동물용의료기기,037-006,제조,병원용 면역화학검사지[2](BS SENSOR Blood Glucose Test Strip),병원용 면역화학검사지[2],IVD strip for hospital testing,2015-09-10,(주)아이센스
동물용의료기기,037-007,제조,혈액가스분석기[1](i-Smart 300 VET Analyzer),혈액가스분석기[1],"Analyser, blood gases",2016-01-08,(주)아이센스
동물용의료기기,037-008,제조,면역화학검사시약[2](i-Smart 30 VET Cartridge),면역화학검사시약[2],IVD reagents for clinical Immunochemistry,2016-03-09,(주)아이센스
동물용의료기기,037-009,제조,자가면역화학검사지[3](VetMate Blood Glucose Test Strip),자가검사용면역화학검사지[3],IVD strip for self testing,2016-03-09,(주)아이센스
동물용의료기기,037-010,제조,정도관리물질[1](VetMate Glucose Control Solution),정도관리물질[1~4],"Calibrators, controls or standards",2016-03-09,(주)아이센스
동물용의료기기,037-011,제조,자가 면역화학검사지[3](Petigree Blood Glucose Test Strip),자가검사용면역화학검사지[3],IVD strip for self testing,2016-03-09,(주)아이센스
동물용의료기기,037-007,수입,동물 전신용전산화단층엑스선촬영장치[2](SOMATOM Emotion 6-slice configuration),전신용전산화단층엑스선촬영장치[2],"CT system, full-body",2011-09-30,지멘스헬시니어스(주)
동물용의료기기,037-001,수입,"범용초음파영상진단장치[2](Acuson S1000, S2000 Diagnostic Ultrasound System)",범용초음파영상진단장치[2],"Ultrasound imaging system, general-purpose",2010-06-09,지멘스헬시니어스(주)
동물용의료기기,037-002,수입,동물수지형체외식초음파프로브[2](C8-5/P9-4),수지형체외식초음파프로브[2],"Probe, ultrasonic, hand-held, external",2010-06-09,지멘스헬시니어스(주)
동물용의료기기,037-003,수입,동물 범용초음파영상진단장치[2](ACUSON Antares Ultrasound System),범용초음파영상진단장치[2],"Ultrasound imaging system, general-purpose",2010-08-11,지멘스헬시니어스(주)
동물용의료기기,037-004,수입,동물 수지형체외식초음파프로브[2](P10-4),수지형체외식초음파프로브[2],"Probe, ultrasonic, hand-held, external",2010-08-11,지멘스헬시니어스(주)
동물용의료기기,037-005,수입,동물 전신용전산화단층엑스선촬영장치[2](SOMATOM Emotion 16-slice configuration),전신용전산화단층엑스선촬영장치[2],"CT system, full-body",2011-08-11,지멘스헬시니어스(주)
동물용의료기기,037-006,수입,동물 전신용전산화단층엑스선촬영장치[2](SOMATOM Emotion),전신용전산화단층엑스선촬영장치[2],"CT system, full-body",2011-08-23,지멘스헬시니어스(주)
동물용의료기기,037-007,수입,동물 전신용전산화단층엑스선촬영장치[2](SOMATOM Emotion 6-slice configuration),전신용전산화단층엑스선촬영장치[2],"CT system, full-body",2011-09-30,지멘스헬시니어스(주)
동물용의료기기,037-008,수입,동물전신용전산화단층엑스선촬영장치[2](SOMATOM Spirit),전신용전산화단층엑스선촬영장치[2],"CT system, full-body",2012-04-06,지멘스헬시니어스(주)
동물용의료기기,037-009,수입,동물 전신용전산화단층엑스선촬영장치[2](SOMATOM Emotion 6),전신용전산화단층엑스선촬영장치[2],"CT system, full-body",2012-11-23,지멘스헬시니어스(주)
동물용의료기기,037-010,수입,동물 전신용전산화단층엑스선촬영장치[2](SOMATOM Emotion 16),전신용전산화단층엑스선촬영장치[2],"CT system, full-body",2012-12-26,지멘스헬시니어스(주)
동물용의료기기,037-012,수입,동물 전신용전산화단층엑스선촬영장치[2](SOMATOM Definition AS(80kW)),전신용전산화단층엑스선촬영장치[2],"CT system, full-body",2013-03-26,지멘스헬시니어스(주)
동물용의료기기,037-013,수입,동물이동형초음파영상진단장치[2](Acuson P300 diagnostic Ultrasound system),이동형초음파영상진단장치[2],"Ultrasound system, imaging, dianostic, mobile",2013-05-31,지멘스헬시니어스(주)
동물용의료기기,037-014,수입,동물 거치형디지털식순환기용엑스선투시진단장치[3](Artis Zee Multi-purpose),거치형디지털식순환기용엑스선투시진단장치[3],"Fluoroscopic x-ray system, angiography, stationary, analogue",2013-06-24,지멘스헬시니어스(주)
동물용의료기기,037-015,수입,동물 이동형엑스선투시촬영장치[3](ARCADIS Varic),이동형디지탈형엑스선투시촬영장치[3],"Fluoroscopic x-ray system, general-purpose, mobile, digital",2013-07-30,지멘스헬시니어스(주)
동물용의료기기,037-016,수입,동물전신용전산화단층엑스선촬영장치[2](SOMATOM Perspective),전신용전산화단층엑스선촬영장치[2],"CT system, full-body",2013-12-09,지멘스헬시니어스(주)
동물용의료기기,037-017,수입,동물수지형체외식초음파프로브[2](P4-2외 4건),수지형체외식초음파프로브[2],"Probe, ultrasonic, hand-held, external",2013-12-09,지멘스헬시니어스(주)
동물용의료기기,037-018,수입,동물이동형초음파영상진단장치[2](Acuson freestyle ultrasound system),이동형초음파영상진단장치[2],"Ultrasound system, imaging, dianostic, mobile",2014-01-03,지멘스헬시니어스(주)
동물용의료기기,037-019,수입,동물의료용면역발광측정장치[1](IMMULITE 1000),면역발광측정장치[1],"Chemiluminescence assay (CLIA) analyser, automated",2014-03-04,지멘스헬시니어스(주)
동물용의료기기,037-020,수입,동물의료용면역발광측정장치[1](IMMULITE 2000XPi),면역발광측정장치[1],"Chemiluminescence assay (CLIA) analyser, automated",2014-03-04,지멘스헬시니어스(주)
동물용의료기기,037-021,수입,동물전신용전산화단층엑스선촬영장치[2](SOMATOM Scope),전신용전산화단층엑스선촬영장치[2],"CT system, full-body",2014-09-18,지멘스헬시니어스(주)
동물용의료기기,037-022,수입,내분비물질검사시약[2](IMMULITE 1000 Canine TLI),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2016-02-03,지멘스헬시니어스(주)
동물용의료기기,037-023,수입,내분비물질검사시약 [2](IMMULITE 1000 Canine Total T4),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2016-02-03,지멘스헬시니어스(주)
동물용의료기기,037-024,수입,내분비물질검사시약 [2](IMMULITE 1000 Canine TSH),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2016-02-03,지멘스헬시니어스(주)
동물용의료기기,037-025,수입,내분비물질검사시약[2](IMMULITE 1000 Veterinary Free T4),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2016-02-03,지멘스헬시니어스(주)
동물용의료기기,037-026,수입,내분비물질검사시약[2](IMMULITE 2000 Veterinary Free T4),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2016-02-03,지멘스헬시니어스(주)
동물용의료기기,037-027,수입,내분비물질검사시약[2](IMMULITE 2000 Canine TSH),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2016-02-03,지멘스헬시니어스(주)
동물용의료기기,037-028,수입,내분비물질검사시약[2](IMMULITE 2000 Canine Total T4),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2016-02-03,지멘스헬시니어스(주)
동물용의료기기,037-029,수입,내분비물질검사시약[2](IMMULITE 2000 Canine TLI),내분비물질검사시약[2],"IVD reagents for endocrinology, hormone",2016-02-03,지멘스헬시니어스(주)
동물용의료기기,038-002,수입,범용초음파영상진단장치[2](Clarius Ultrasound Vet Scanner(C7VET/L7VET)),범용초음파영상진단장치[2],"Ultrasound imaging system, general-purpose",2018-10-01,(주)씨엠피무역
동물용의료기기,039-001,제조,동물용 문신기(ITF-500N),동물체외표시기[2],"Marker, surgical, external",2010-06-03,일진정밀
동물용의료기기,039-002,제조,동물용 문신기(ITF-600N),동물체외표시기[2],"Marker, surgical, external",2010-09-28,일진정밀
동물용의료기기,039-001,수입,인공수정용주입기[2](Foamtip with handle),인공수정용주입기[2],Artificial insemination cathether and kit,2010-07-15,(주)인동비앤지
동물용의료기기,039-002,수입,인공수정용주입기[2](Foam Catheters with Handle),인공수정용주입기[2],Artificial insemination cathether and kit,2013-01-02,(주)인동비앤지
동물용의료기기,039-003,수입,인공수정용주입기[2](Megaplus S catheter),인공수정용주입기[2],Artificial insemination cathether and kit,2013-01-18,(주)인동비앤지
동물용의료기기,039-004,수입,인공수정용주입기[2](Foam Catheter with Adapter),인공수정용주입기[2],Artificial insemination cathether and kit,2013-01-18,(주)인동비앤지
동물용의료기기,039-005,수입,인공수정용주입기[2](AMG GILT),인공수정용주입기[2],Artificial insemination cathether and kit,2013-07-08,(주)인동비앤지
동물용의료기기,039-006,수입,인공수정용주입기[2](AMG SOW),인공수정용주입기[2],Artificial insemination cathether and kit,2013-07-08,(주)인동비앤지
동물용의료기기,040-001,수입,인공수정용주입기[2](Foamtip with Handle),인공수정용주입기[2],Artificial insemination cathether and kit,2010-07-15,한성A.G.TECH
동물용의료기기,041-001,제조,디지털진단용엑스선촬영장치[2](SM-50HF),디지털진단용엑스선촬영장치[2],"X-ray system, diagnostic, general-purpose, hand-held, digital",2010-08-23,이레테크
동물용의료기기,041-002,제조,디지털진단용엑스선촬영장치[2](IRE-120HF),디지털진단용엑스선촬영장치[2],"X-ray system, diagnostic, general-purpose, hand-held, digital",2011-10-07,이레테크
동물용의료기기,041-003,제조,디지털진단용엑스선촬영장치[2](IRE-200HF),디지털진단용엑스선촬영장치[2],"X-ray system, diagnostic, general-purpose, hand-held, digital",2015-08-11,이레테크
동물용의료기기,041-004,제조,디지털진단용엑스선촬영장치[2](IRE-500HF),디지털진단용엑스선촬영장치[2],"X-ray system, diagnostic, general-purpose, hand-held, digital",2017-08-09,이레테크
동물용의료기기,041-001,수입,재사용가능의료용겸자[1](Forceps),재사용가능의료용겸자[1],"Forceps, reusable",2010-08-10,바다르산스(주)
동물용의료기기,041-002,수입,재사용가능수동식의료용가위[1](Scissors),재사용가능수동식의료용가위[1],"Scissors, manually-operated, reusable",2010-08-10,바다르산스(주)
동물용의료기기,041-003,수입,수동식의료용치석제거기[1](Scaler),수동식의료용치석제거기[1],"Dental scaler, manual, reusable",2010-08-10,바다르산스(주)
동물용의료기기,042-001,수입,혈구계산기[1](HEMAVET 950),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2016-02-03,(주)서광라보텍
동물용의료기기,042-002,수입,혈구검사시약[2](FS-PAK),혈구검사시약[2],IVD reagents for blood test,2016-02-03,(주)서광라보텍
동물용의료기기,042-003,수입,혈구검사시약[2](HEMASET3),혈구검사시약[2],IVD reagents for blood test,2016-02-03,(주)서광라보텍
동물용의료기기,042-004,수입,혈구검사시약[2](Drew 3-PAC),혈구검사시약[2],IVD reagents for blood test,2016-02-03,(주)서광라보텍
동물용의료기기,043-001,제조,인공수정용 주입기[2](세미네이터),인공수정용주입기[2],Artificial insemination cathether and kit,2011-03-07,(주)노아바이오텍
동물용의료기기,043-002,제조,인공수정용주입기[2](Seminator2),인공수정용주입기[2],Artificial insemination cathether and kit,2013-01-18,(주)노아바이오텍
동물용의료기기,043-002,수입,디지털치과진단용구강내엑스선촬영장치[2](EVA Vet Digital System),디지털치과진단용구강내엑스선촬영장치[2],"Dental x-ray system, general-purpose, intraoral, digital",2004-07-19,(주)케어사이드
동물용의료기기,043-003,수입,망막전위계[2](HMsERG Model 1000),망막전위계[2],Electroretinograph electrode,2006-01-13,(주)케어사이드
동물용의료기기,043-004,수입,치과진단용구강내엑스선촬영장치[2](Image-Vet 70 ACP),치과진단용구강내엑스선촬영장치[2],"Dental x-ray system, general-purpose, intraoral, analogue 진단을 목적으로 엑스선을 이용하여 구강내에",2003-01-13,(주)케어사이드
동물용의료기기,043-005,수입,혈구계산기[1](MS 9-5),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2006-08-08,(주)케어사이드
동물용의료기기,043-008,수입,혈구계산기[1](MS4e),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2006-08-22,(주)케어사이드
동물용의료기기,043-009,수입,팩식임상화학자동분석장치[1](ANALYST),팩식임상화학자동분석장치[1],Packed type clinical chemistry automated analyzer,2006-08-30,(주)케어사이드
동물용의료기기,043-010,수입,자동전자혈압계[2](Memodiagnostic),자동전자혈압계[2],"Sphygmomanometer, electronic, automatic-inflation, non-portable",2009-01-29,(주)케어사이드
동물용의료기기,043-011,수입,안압계[2](Tonovet tonometer type TV01),안압계[2],"Tonometer, battery-operated",2012-04-06,(주)케어사이드
동물용의료기기,043-012,수입,안압계[2](Icare TONOVET Plus),안압계[2],"Tonometer, battery-operated",2018-05-28,(주)케어사이드
동물용의료기기,044-002,제조,의료영상저장전송장치[2](Clear Vision REF),의료영상저장전송장치[2],Telemetry system transmitter,2017-05-26,제이피아이헬스케어(주)
동물용의료기기,044-003,제조,고정형디지탈형엑스선진단투시촬영장치[3](수출용)(Clear Vision DR5000F),고정형디지탈형엑스선진단투시촬영장치[3],"Fluoroscopic x-ray system, general-purpose, stationary, digital",2018-06-15,제이피아이헬스케어(주)
동물용의료기기,044-004,제조,"이동형디지털형엑스선진단투시촬영장치[3](Clear Vision DR5000F, DynaVue)",이동형디지탈형엑스선투시촬영장치[3],"Fluoroscopic x-ray system, general-purpose, mobile, digital",2018-08-21,제이피아이헬스케어(주)
동물용의료기기,044-001,수입,동물용 귀적외선 체온계(PT-300),귀적외선체온계[2],"Thermometer, electronic, infrared, ear",2011-03-07,(주)디웰전자
동물용의료기기,045-001,제조,전자인식기[3](IPET-003),전자인식기[2~3],Identification microchip and reader,2011-05-02,아이페티앙(주)
동물용의료기기,045-002,제조,전자인식기[3](IPET-101),전자인식기[2~3],Identification microchip and reader,2019-09-16,아이페티앙(주)
동물용의료기기,045-001,수입,혈구계산기[1](BC-2800 Vet),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2011-06-07,(주)대광메디텍
동물용의료기기,045-002,수입,혈구계산기[1](MYTHIC 18 VET),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2014-01-16,(주)대광메디텍
동물용의료기기,045-003,수입,혈구계산기[1](BC-5000 VET),혈구계산기[1],"Haematology analyser, cell-quantifying, manual",2014-08-22,(주)대광메디텍
동물용의료기기,045-004,수입,"혈구검사시약[2](V-28D Diluent, V-28R Rinse, V-28CFL Lyse, V-28E E-Z Cleanser, V-28P Probe Cleanser)",혈구검사시약[2],IVD reagents for blood test,2016-12-28,(주)대광메디텍
동물용의료기기,045-005,수입,혈구검사시약[2](MYTHIC 18 VET M-PACK),혈구검사시약[2],IVD reagents for blood test,2016-12-28,(주)대광메디텍
동물용의료기기,045-006,수입,"혈구검사시약[2](V-52D Diluent, V-52 DIFF Lyse, V-52LH Lyse, Probe Cleanser)",혈구검사시약[2],IVD reagents for blood test,2016-12-28,(주)대광메디텍
동물용의료기기,046-001,제조,의료영상저장전송장치[2](Xmaru1210VP),의료영상저장전송장치[2],Telemetry system transmitter,2010-05-03,(주)레이언스
동물용의료기기,046-002,제조,의료영상저장전송장치[2](Xmaru1717V),의료영상저장전송장치[2],Telemetry system transmitter,2010-06-15,(주)레이언스
동물용의료기기,046-003,제조,의료영상저장전송장치[2](Xmaru1717VG),의료영상저장전송장치[2],Telemetry system transmitter,2010-10-25,(주)레이언스
동물용의료기기,046-004,제조,의료영상전송장치·소프트웨어[2](VetView Console),의료영상전송장치소프트웨어[2],"System, image processing,software",2011-01-24,(주)레이언스
동물용의료기기,046-006,제조,의료영상저장전송장치[2](Xmaru1210VPCB),의료영상저장전송장치[2],Telemetry system transmitter,2011-03-14,(주)레이언스
동물용의료기기,046-007,제조,치과용영상저장전송장치 [2](EzSensor),치과용영상저장전송장치[2],"Telemetry system transmitter, dental image",2013-05-24,(주)레이언스
